song,artist,uri
Cream - Radio Edit,Tujamo,spotify:track:2uUHq7i2gWA162KAoLPWZD
I Found Your Heart,DubVision,spotify:track:3wDdU9Cu6o5jv4PQT1NKab
Pegasus,Protoculture,spotify:track:3Se7l1755cRnZjHXTL2B3k
Unicorn Zombie Apocalypse - Original Mix,Borgore,spotify:track:0AC357XM98E9iRQ67MhVzi
Wildfire - Radio Edit,Borgeous,spotify:track:4dSUq6XjY2Z7X3IdyR0Aig
Welcome to the Dancefloor - Video Edit,ItaloBrothers,spotify:track:5qkp3AIXXqW4QXqASwhqKc
Stamp on the Ground - Radio Edit,ItaloBrothers,spotify:track:09ISyLOPeuno7kKlzdbZuq
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,spotify:track:7vfWgVGiLgnGbInU5lvSQg
Hanat Auki,Lord Est,spotify:track:4VtLvRU5wGjGsFy04eVvZs
Madafakin darra (feat. Ida Paul),Roope Salminen & Koirat,spotify:track:3lMptolbiExnExS1Xh3e5m
Macho Fantastico,Spekti,spotify:track:3JEjxSwF7TQOIER3n9WfNZ
I'm an Albatraoz,AronChupa,spotify:track:5MhsZlmKJG6X5kTHkdwC4B
Bad (feat. Vassy) - Radio Edit,David Guetta,spotify:track:1Nivqu7wynKsgguBmgC6Vw
Wasted,Tiësto,spotify:track:1EavLSmwRWtmkKEmlCfFzT
Club Can't Handle Me (feat. David Guetta),Flo Rida,spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y
Rahaa palaa feat. Uniikki,Kristal,spotify:track:3UB6bgxx6WGrOws9szkOvm
Levels - Radio Edit,Avicii,spotify:track:0JhKJg5ejeQ8jq89UQtnw8
This Is Nightlife - Video Edit,ItaloBrothers,spotify:track:3CYRGJPi6FbmO10aUX77am
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,spotify:track:5HQVUIKwCEXpe7JIHyY734
How We Party,R3HAB,spotify:track:0Zv45bSIvDc1d8iJlJvwc3
Party All Night (Sleep All Day),Sean Kingston,spotify:track:5FjzVHBoUtVHxKl6NmnEoe
Nallipyssy (Weekend Festival 2014 Anthem),Heavyweight,spotify:track:3XniWn1cw3qIMgmVtOJj3l
Holiday (feat. Akon) - DJ Antoine vs Mad Mark 2k15 Radio Edit,DJ Antoine,spotify:track:6OKdqdFkQzSPzQxPAZW0IV
Happy Little Pill,Troye Sivan,spotify:track:1oszxWJ3DiAICVbcjhOLF9
Controlla,Drake,spotify:track:6F609ICg9Spjrw1epsAnpa
I Need A Doctor,Dr. Dre,spotify:track:70ATm56tH7OrQ1zurYssz0
Say Something,A Great Big World,spotify:track:78TKtlSLWK8pZAKKW3MyQL
On The Floor - Radio Edit,Jennifer Lopez,spotify:track:7Hv89f7Dpm5Hce1XkBbjQZ
Boom Boom Pow,Black Eyed Peas,spotify:track:3oDFtOhcN08qeDPAK6MEQG
Drive By,Train,spotify:track:1wAXODAAL6hY64ZdhrnjBO
Temperature,Sean Paul,spotify:track:0j4wZ17xz0Xv4lIFvtZI48
SOS,Rihanna,spotify:track:4S5b3wwIXpVNvY2jeIQdKu
U + Ur Hand,P!nk,spotify:track:7klL6qvAu4ZzthaUzLvtIN
Sober,P!nk,spotify:track:3jFkJtiHuePvEJ8dL5EdHN
Say It Right - Main,Nelly Furtado,spotify:track:5LwPqhWijLpG9VWKtNqaJI
Maneater,Nelly Furtado,spotify:track:4wH4dJgrsxONID6KS2tDQM
All Good Things (Come To An End),Nelly Furtado,spotify:track:6kEpjptnAwt11Atr4cEMe1
4 Minutes (feat. Justin Timberlake and Timbaland),Madonna,spotify:track:1dDNz8h95Gsu0W4QdxVVln
So Yesterday,Hilary Duff,spotify:track:2WKyaIrR5qhg2f8bGPcHk2
The Sweet Escape,Gwen Stefani,spotify:track:6fvZwoOMEMy2LBbLtdznHE
Candy Shop,50 Cent,spotify:track:6pEROStfGkIV1sOAeWkUid
Whataya Want from Me,Adam Lambert,spotify:track:2rDwdvBma1O1eLzo29p2cr
For Your Entertainment,Adam Lambert,spotify:track:0BmT0BVnYYggf7V4NCtx2B
Like a Prayer,Madonna,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci
Celebration,Madonna,spotify:track:5HktkLHDbjA6LTyRTBEzHy
The Way I Are,Timbaland,spotify:track:5J7iGuzi7Nj8SGvt0TAVzK
Bad Romance,Lady Gaga,spotify:track:34dAuFhftSbjLWksf8c73i
The Monster,Eminem,spotify:track:6ilfuI7O1vUfKf4TQ9fJRb
Scream & Shout,will.i.am,spotify:track:7n6ibfsRHhCb1Ccl9Fg2CZ
Do What U Want,Lady Gaga,spotify:track:1zLwQOUVCzWgiIhSfUarKI
Euphoria - Single Version,Loreen,spotify:track:1xN7BpTAWnZkuSLOtRP6Qc
Glad You Came,The Wanted,spotify:track:1OXfWI3FQMdsKKC6lkvzSx
Yee - Original Mix,Deorro,spotify:track:629LSgJ5RByv34caJVVBuq
The Bell - Radio Mix,Dirty Disco Youth,spotify:track:1HYZBBHMaqgaOYDcw7Ifpj
Boneless,Steve Aoki,spotify:track:4qPnE8jBZN3wmgGxspsOcP
Call Me A Spaceman - Radio Edit,Hardwell,spotify:track:1UPyhGntpIx9jGJ5UVtKVS
Lights - Single Version,Ellie Goulding,spotify:track:7gUpO6td4OOnu0Lf9vhcIV
Work Bitch,Britney Spears,spotify:track:3KliPMvk1EvFZu9cvkj8p1
Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,spotify:track:7qfwcqfGOkQYtzjF4UzJHM
Beautiful Day,U2,spotify:track:0gzqZ9d1jIKo9psEIthwXe
Pakastin,Mäkki,spotify:track:3LflHr5D44uAW9wppQ7Dnw
Desibelii (feat. Sharon),ILARI,spotify:track:4sojrNZzfhcZ6rB33kJ8pN
Bae,Heikki Kuula,spotify:track:0b2mU9wEUI8MmOVFNK3IVQ
Do You Wanna Fuck,Byz,spotify:track:00eArGDfSh7qPGTy4Vtyo8
Mahtuuko kyytiin?,Gasellit,spotify:track:3YtuyguojdSAOvEqbnoxaf
Isol kirkol,TIPPA,spotify:track:4ZI4YGIBPwburXxUgGZiP5
Can't Feel My Face - Martin Garrix Remix,The Weeknd,spotify:track:1DZ9n7K1LZW8bWBZqGJUfN
Divine Sorrow,Wyclef Jean,spotify:track:007lsEHi6fP9LoYB7czYUa
We Are Forever - feat. Jonny Rose,Jeremy Folderol,spotify:track:2dX2SKn8M1ybhWBddKi9lc
Apollo - Radio Edit,Hardwell,spotify:track:3oMRPbLcdkMVIjnzp7baRB
Faith - Radio Edit,Blasterjaxx,spotify:track:7qcoZzfJ7HGOuR6fwTbZND
Take Me Higher - R3hab Remix,Nytrix,spotify:track:0X7K6bfRuUM8FNhdecXhy3
Famous,Kanye West,spotify:track:7KOcjfiSuMPsQqLXhD0PlN
Lionheart (feat. The Royalties STHLM) - Jenaux Radio Edit,Marcus Schössow,spotify:track:2pd6hufi7ZJZxKeNyARivR
Ah Yeah So What - Radio Edit,Will Sparks,spotify:track:37PuGmhHTzDbbaUAFKj6bJ
Angel,DVBBS,spotify:track:6C5k3fZmSi2ew9sZtWB8Ax
Body Talk (feat. Julian Perretta) - Radio Edit,Dimitri Vegas & Like Mike,spotify:track:0SZqc82jwXtfomwo11gtVh
Bonfire,Knife Party,spotify:track:0QIYINh2AwmOmdu8CRYvlw
Bouncybob (feat. Justin Mylo & Mesto),Martin Garrix,spotify:track:0MyfJah9XRKoF68chrxVmZ
Break Through The Silence - Original Mix,Martin Garrix,spotify:track:2hSltlbnyQtKvfaZ1EjljN
Can't Go Home (feat. Adam Lambert) - Radio Edit,Steve Aoki,spotify:track:0QHnxQsdunrlmduVLPQCNy
Flashlight - Original Edit,R3HAB,spotify:track:60HuL4PsomRiWh79KBV7jk
Helicopter - Original Edit,Martin Garrix,spotify:track:3m3OwRXheUtBRKmcVNUsFo
Higher Place (feat. Ne-Yo),Dimitri Vegas & Like Mike,spotify:track:2mviqu3iMdsQjeWSxBk7gf
Letting Go - Radio Version,Da Tweekaz,spotify:track:56DwfNdpXlUYshzPZnWJ5V
Xception - Original Mix,Starkillers,spotify:track:2W6V1ygPikPHOgI7aTSFVe
Pyramids - Radio Mix,DVBBS,spotify:track:7ipioDTtamvmdNHwQDsOKc
This Is Dirty - Original Mix,DVBBS,spotify:track:6FqH28raIkXVlcHDUvlEzA
Raveheart - Original Mix,DVBBS,spotify:track:0kTC7L9V1nEGk58UjA5uqr
White Clouds - MOGUAI Remix,DVBBS,spotify:track:11L5tbYfk6gOOdmOqMjJYo
Voodoo - Original Mix,DVBBS,spotify:track:1CYAEcbhLAluTm47dIFFgZ
We Were Young - Original Mix,DVBBS,spotify:track:0nr272gODfF2SNA1Q0cuBx
Tsunami (Jump) - Radio Edit,DVBBS,spotify:track:3jsHAlEfplbszLcDID7BHq
Raveology - Original Edit,DVBBS,spotify:track:4O0xbUIH7R6opCojtWmtl0
Moment 4 Life,Nicki Minaj,spotify:track:39XNWKuuBZK0oaV5YmD2dF
Fly,Nicki Minaj,spotify:track:6mjEABpi5cQ5gqFFOkR1Cc
Cold Water (feat. Justin Bieber & MØ),Major Lazer,spotify:track:6DNtNfH8hXkqOX1sjqmI7p
Break Your Heart,Taio Cruz,spotify:track:7ElF5zxOwYP4qVSWVvse3W
U + Ur Hand,P!nk,spotify:track:7klL6qvAu4ZzthaUzLvtIN
Africa - Radio Version,BACALL,spotify:track:0P7lnn81aNwdv2kYWkCFLK
Spaceships,AREA21,spotify:track:7Ktv8bQUjZt0rr16qgB4h2
Do Or Die - Afrojack vs. THIRTY SECONDS TO MARS Remix,AFROJACK,spotify:track:3i4SQvUfK8Un3YkraZwkNr
Young Hearts (The Chainsmokers Remix),Strange Talk,spotify:track:5Y2ir05xOp9URUlkQuzUcL
Here Tonight,Dash Berlin,spotify:track:4bwzssgMDOz3nfxkpSqTj8
Belong,Axwell,spotify:track:1la2o7WHv6erRe18gs5sMN
Generation Party - Hands Up Radio Edit,ItaloBrothers,spotify:track:5wKoE60pI5NzDIESt79KXH
Back 2 U (feat. WALK THE MOON),Steve Aoki,spotify:track:5deDWZeDHWfYk9xaq9ynh4
Let Me Hold You (Turn Me On),Dante Klein,spotify:track:0lmdsH1MIoLsMymnNpd6HU
Red Dress,MAGIC!,spotify:track:4zag02jtwumRcnPdYYr0Do
Liar,Britney Spears,spotify:track:0SRMPI9KOnuNRjcK4wZC8j
Love Me Down,Britney Spears,spotify:track:4X6Ms88o4EdhZUqWBWGeOZ
Clumsy,Britney Spears,spotify:track:19dCpK5w7ZQFaYZBZB0G0T
Just Luv Me,Britney Spears,spotify:track:6Nc2n959qhnnE8rpR1CWuC
Faijas (feat. Lucas),Arttu Lindeman,spotify:track:7FTTSfZNFiPvL05ltm8UAr
Keep It Mello (feat. Omar LinX),Marshmello,spotify:track:0Q3SC6kEhxYagDP3bFe5K9
Tänään Lähdetään,Mandi,spotify:track:22vT4oQw05Un4sQprfAf1V
Nahkatakkinen tyttö,Dingo,spotify:track:1y5tsdpLOnJnh3wUpib63h
Autiotalo,Dingo,spotify:track:6gZiWkvxlNl6DSZkp58p4d
Kato mua silmiin,Reino Nordin,spotify:track:1z0ereQI7jyUE13QCs6CSy
You Make Me Feel... (feat. Sabi),Cobra Starship,spotify:track:5FeuH4LtGxDWkSkhRG47QT
3,Britney Spears,spotify:track:4pJHQ4rSyYx3X8HsvN6kN6
Clumsy,Britney Spears,spotify:track:0kHMgkYiUgKfh0gY8gTIan
Rakastuin mä looseriin,Nylon Beat,spotify:track:34B7h0Yn3U1BkUhrWBL6GS
History,One Direction,spotify:track:0HMjXBAZmSYOTTi33WpMso
Never Be Like You,Flume,spotify:track:4ja3m5fYLcugwuXB6Jkh4Y
All of Me - Tiësto's Birthday Treatment Remix - Radio Edit,John Legend,spotify:track:1mzGywacjpeik00PVLBPpF
Sweet Nothing (feat. Florence Welch),Calvin Harris,spotify:track:24LS4lQShWyixJ0ZrJXfJ5
Grow Up,Olly Murs,spotify:track:5nJWME6j2dfFSm5B6ayDrw
Lumi Teki Enkelin Eteiseen - Vain Elämää Kausi 5,Mikael Gabriel,spotify:track:0qQ2TDJ42jGaEHE5cJAuG5
Donald Trump,Mac Miller,spotify:track:3uulVrxiI7iLTjOBZsaiF8
My Favorite Part,Mac Miller,spotify:track:6UUSdhj9yqzVum2YDIs3KE
Nervous (The Ooh Song) - Mark McCabe Remix,Gavin James,spotify:track:0L9lXMXddmoBbBUeF7A9An
There For Me,iSHi,spotify:track:6tvUSjkuJeLdCcyc5k9mEu
Life Ain't Easy,Mac Miller,spotify:track:7C1mp6UzyOrESLQCtNE6dO
Weekend (feat. Miguel),Mac Miller,spotify:track:6GnhWMhgJb7uyiiPEiEkDA
Diamonds & Gold,Mac Miller,spotify:track:0Etjx0wbI3vCJAA054J5ZY
Jumpshot,Dawin,spotify:track:4izP2KMwrhAdZEtIyp8Z8w
ROW,Smith & Thell,spotify:track:6vFx55KVZxkos6JiasUuro
1000 Nights,FRENSHIP,spotify:track:2mb32CDk3XusDc87vjeAoG
Don't Wanna Know,Maroon 5,spotify:track:5MFzQMkrl1FOOng9tq6R9r
Higher Love,Alex Vargas,spotify:track:1XcrVYh47expQrgm4cEToC
Numb / Encore,JAY-Z,spotify:track:7dyluIqv7QYVTXXZiMWPHW
Pass Out,Tinie Tempah,spotify:track:2i5gkqfLxlCM902kgZVb6v
Real Friends,Kanye West,spotify:track:4TsRQ0onK2Lmjw9TvomNJZ
Jump Out the Face (feat. Future),Meek Mill,spotify:track:17AS0y6FnHdYImAPUydAJg
We Dem Boyz,Wiz Khalifa,spotify:track:1ULa3GfdMKs0MfRpm6xVlu
Gucci Snakes,Tyga,spotify:track:3S6Qk3eJctunBqcqC3jmcE
For Free,DJ Khaled,spotify:track:0lDBERpbbSfh3og8dSszfj
Love Suicide (feat. Ester Dean),Tinie Tempah,spotify:track:6WVXYeXd1O0bCEKxaEh6Si
Trust Nobody,Cashmere Cat,spotify:track:2RlcBZiskvuupu6pG8bsNe
Kontti,Eldis,spotify:track:7pHc1wejOm6psbZFJzZZTD
Faija Käyttää Napapaitaa,Vesterinen yhtyeineen,spotify:track:4xVQYvQz9l0v8YavRiipFN
"Still Falling For You - From ""Bridget Jones's Baby""",Ellie Goulding,spotify:track:638fKB27P7UAmu3Aq0vEJ3
Menee tunteisiin,Arttu Lindeman,spotify:track:7xXO80FA9PJrMqGkZaDdwH
Dang! (feat. Anderson .Paak),Mac Miller,spotify:track:5iUQMwxUPdJBFeGkePtM66
All Around The World,Mac Miller,spotify:track:5NFN8JxhS86lm8Pxj5aT6I
Love Myself,Hailee Steinfeld,spotify:track:0xCmwofyCiXdhoBsMSNj2w
Revolveri (Luokkakokous 2 - Polttarit),JVG,spotify:track:2lxrLR1S6M4upQZbSOQKD4
Blue (Da Ba Dee) - Sound of Legend Version Edit,Sound Of Legend,spotify:track:3JUxU3KohteqkLk9BOpQ1c
Black Beatles,Rae Sremmurd,spotify:track:21xJVN5wEbJogczYxfZhqR
Can't Have (feat. Steven A. Clark & Ape Drums),Pitbull,spotify:track:5vNulf3Z6xUrBzGy5hcFgM
Inside the Lines,Mike Perry,spotify:track:5GzExVEv1JDsYyPFjMdXsA
Daylight (With You),Yves V,spotify:track:0ZCZIa0C46ZFtd6HOxDVwb
"Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)",Cash Cash,spotify:track:4bciEWCPPeR2UiVloDyUc5
Money On Me,Møtions,spotify:track:0NRDqdftUY55loREoSeK8P
Now and Later,Sage The Gemini,spotify:track:43jBqV3j3Xi1g6wO0bhIMd
The Other Side,Jason Derulo,spotify:track:4CLZ3D2RCI5ZCfB51D6NwB
Chasing The Sun,The Wanted,spotify:track:2I7TngtQc3oZO0fsyFDUAJ
We'll Be Coming Back (feat. Example),Calvin Harris,spotify:track:7B1Dl3tXqySkB8OPEwVvSu
(Everything I Do) I Do It For You,Bryan Adams,spotify:track:5nydh0uIcz9gxSoJY6FtTn
I'll Be Missing You (feat. 112),Diddy,spotify:track:3QHONiXGMGU3z68mQInncF
Hirviö,Mikael Gabriel,spotify:track:3XQX9j6no2CX817DPsB6m3
Tykkään susta niin että halkeen,Juha Tapio,spotify:track:6Bj2EIPJfNv96wY8fCg5eC
Freaky Like Me,Madcon,spotify:track:0nOFRbiftNe7TTPtpobeXt
Clarity,Zedd,spotify:track:3HrozUzUsMLPNWwuYUHwdV
Spectrum,Zedd,spotify:track:42MhtniCyRkj5bsO6HP1lp
Welcome to My Life,Simple Plan,spotify:track:10rChmECwPcvTTj4w07hq4
Huuda,Juju,spotify:track:3kUpcFZaLR9i14gqF7cm6T
Bonfire Heart,James Blunt,spotify:track:13ETkZ90sElK5xJuB4cUEt
1973,James Blunt,spotify:track:1BV0m40U0M4t1SLIsDnwZl
Nobody's Perfect,Jessie J,spotify:track:1mj5HO7KEAopJDRZXRnESe
"Sorry, Blame It On Me",Akon,spotify:track:6m5jURnwGHY1pVw0sJqBBq
I Just Had Sex,The Lonely Island,spotify:track:0u836P4OFuN0iJKkqoDIr0
Heart Skips a Beat (feat. Rizzle Kicks),Olly Murs,spotify:track:1f8UCzB3RqIgNkW7QIiIeP
Believe,Justin Bieber,spotify:track:6akbXZeXdrWWsG77ZD3cuD
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,spotify:track:0BgRaFy7qnwT1PuUmSTFkf
Vi sitter i Ventrilo och Spelar DotA,Basshunter,spotify:track:29BLha9wij5tpUtoOpxy49
FF,kent,spotify:track:0wcgKzjWfU3mx2DEmw8yxK
Samurai - Tiësto Remix,R3HAB,spotify:track:6PTgK9WsthhdyYB1gynwZw
Suddenly I See,KT Tunstall,spotify:track:45qa5RGheZPWO9iqsjl6No
I Gotta Feeling,Black Eyed Peas,spotify:track:70cTMpcgWMcR18t9MRJFjB
TiK ToK,Kesha,spotify:track:3fVSUMkxJAQsEm3e3yXHAX
Fire Burning,Sean Kingston,spotify:track:2oENJa1T33GJ0w8dC167G4
Whatcha Say,Jason Derulo,spotify:track:7xkQdy0cy5ymoWT7nedvLz
#SELFIE - Original Mix,The Chainsmokers,spotify:track:6jEhWcVKEgbczzrU4p2X5u
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,spotify:track:3B7udSGy2PfgoCniMSb523
Keltainen,Aikakone,spotify:track:1sjDdrMgjyKoxLi0iS31uR
Minä (feat. Mariska),Kymppilinja,spotify:track:3gYHMSi0QXprEALlsYDgF5
Puhuva Kone,Puhuva Kone,spotify:track:0LZuvjd3c9RCfhW1GYmbCB
Beibi älä vonkaa,Aamupojat,spotify:track:5oScu2s1RNMmXc5GoihMSC
"Determinate - From ""Lemonade Mouth""",Adam Hicks,spotify:track:0pq5jP4w5L6Tl1VrZnrgah
Let's Be Friends,Emily Osment,spotify:track:1d4l9SHX6yb3dVySZT6x89
I Will Never Let You Down,Rita Ora,spotify:track:2ia7iiEtpiOL2ZVuWxBZGB
Levoton Tuhkimo,Dingo,spotify:track:30Ycic1p43sN4KlzK9MX4G
Story of My Life,One Direction,spotify:track:4nVBt6MZDDP6tRVdQTgxJg
I Would Like,Zara Larsson,spotify:track:0HVj61S4pQJdQhgZP61G65
Solo Dance,Martin Jensen,spotify:track:3R6dPfF2yBO8mHySW1XDAa
Dying for You (feat. Alex Aris) - Radio Edit,Otto Knows,spotify:track:59A6lBd9QmcD8rQTZPj1xD
Better in Time,Leona Lewis,spotify:track:2iXBZ32Fz5VDCLeE0JIdX5
Some Die Young,Laleh,spotify:track:2bfRfAO1RNWcpNtWJv042o
Who You Are,Jessie J,spotify:track:219eUQBWnfmADjKZEWEfSM
Come Follow,Sunnery James & Ryan Marciano,spotify:track:2BLef0yQZ4CWYOU10kCT1k
Stay,Hurts,spotify:track:2WmDlNSXpyYgMK0ws7ZWDa
Silhouettes - Original Radio Edit,Avicii,spotify:track:06h3McKzmxS8Bx58USHiMq
Second Soul,Disco Ensemble,spotify:track:6Ovi0f2Ant45moF9zJNERx
Love Will Remember,Selena Gomez,spotify:track:0kAv1wGVCGPIHEH1hFJNcG
I Got U,Duke Dumont,spotify:track:4r8hRPbidDIoDPphxi78aY
The Spark,AFROJACK,spotify:track:100EbPCjtuBNBcNxu7Wt6p
Stay High - Habits Remix,Tove Lo,spotify:track:4J8WVHRtXM6SMgsF7qohXy
Daylight,Maroon 5,spotify:track:1NNAI51EuoRWw1ydX1zV7S
Lucky Strike,Maroon 5,spotify:track:4rpzPAbwJboZQw2p9T5T3f
The Man Who Never Lied,Maroon 5,spotify:track:5BXg13zwPCtGMxBHLqU8fi
Love Somebody,Maroon 5,spotify:track:5H0ajL4EHsrcAEGESo2Lzx
Ladykiller,Maroon 5,spotify:track:3Uum6BJBgb7Fp3uXmlTFuC
Fortune Teller,Maroon 5,spotify:track:5b4LIjtXeON2spaDlsXxTv
Sad,Maroon 5,spotify:track:4MAxq4eEuuyE97wodPnisY
Tickets,Maroon 5,spotify:track:6RzYNDWVza8E3bnqHNUqcz
Doin’ Dirt,Maroon 5,spotify:track:0uI95Bm4awNXa00xZYAfbQ
Beautiful Goodbye,Maroon 5,spotify:track:0ehxWIhybOYQ3acRhmcNVF
Wipe Your Eyes,Maroon 5,spotify:track:2Nut5wxGFEwdbjuEe32syQ
Wasted Years,Maroon 5,spotify:track:2I7Dw7W2CFvfc51qqUhfbl
Supernaiset,Kaija Koo,spotify:track:3cGY1fqKRllxTkVIBOmBBv
Shower,Becky G,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ
Nobody To Love - Radio Edit,Sigma,spotify:track:7vGWH8cSr389jeNN4fsXYQ
Changes,Faul & Wad,spotify:track:13qqdlSeF8FcxsRyapDMZ0
Who's That Boy,Demi Lovato,spotify:track:4c4AVLxcIIbBgCxAW1JNbL
Not Like That,Ashley Tisdale,spotify:track:6OLztNeqXZu5Uh6YmmzQxC
"It's Alright, It's OK",Ashley Tisdale,spotify:track:7kvkzyzHsHIssSQnYMH3BM
Hot Right Now - Radio Edit,DJ Fresh,spotify:track:2SbVR0tPkE8cYXV539iNoE
Da Bop,WTF!,spotify:track:1oddTak6i4Dq2CqSCEgCML
Pandora 2012 - Video Edit,ItaloBrothers,spotify:track:5sPz5XS7Vj0GMkNVdezrmv
Addicted To You - Radio Version,Shakira,spotify:track:4fu5BbhmKdr1zCMqH6uOH8
Balada - Ao Vivo,Gusttavo Lima,spotify:track:7h94Gugaor1PCxYJ09kW5W
Right Now,Rihanna,spotify:track:42Ow7PS3YtCWplolUUigDo
Diamonds,Rihanna,spotify:track:6O20JhBJPePEkBdrB5sqRx
Stay,Rihanna,spotify:track:0GNI8K3VATWBABQFAzBAYe
You Da One,Rihanna,spotify:track:5DBfBBTNQH20XbNqp2XZJE
Where Have You Been,Rihanna,spotify:track:1tjY4H0X706ZH03SXa1DFh
Talk That Talk,Rihanna,spotify:track:7ksS2VMMt5ZDSpZOQTVj73
Man Down,Rihanna,spotify:track:1Bx0zEdVjkFlV27iKaePug
Rude Boy,Rihanna,spotify:track:5hlWtrnVUyAze5WkxF9P56
Shut Up And Drive,Rihanna,spotify:track:3m7Fne4xA0bsKzEaWbNucr
Rehab,Rihanna,spotify:track:5bXd8zA39HyVPdfcFqR3lK
Disturbia,Rihanna,spotify:track:01BvT9GPtThEzcMxkptkgN
Take A Bow,Rihanna,spotify:track:3mmjD9G2HUUzDbFl3NRDLM
SOS,Rihanna,spotify:track:4S5b3wwIXpVNvY2jeIQdKu
Pon de Replay,Rihanna,spotify:track:6GC6lcKgjCdsdIz5OiCUw5
Bang Bang,Jessie J,spotify:track:3SaIsrEzrQGDcG1jCeaK8q
One (Your Name) - Radio Edit,Swedish House Mafia,spotify:track:1qZMPmpD1jDcOA7gZ6TCde
Spaceman - Carnage Festival Trap Remix,Hardwell,spotify:track:5QcSDOm6mcvFDl7KBT1fHv
Wizard - Radio Edit,Martin Garrix,spotify:track:5GjGBJWKwePwuR4ilu1FdQ
Mammoth - Original Mix,Dimitri Vegas & Like Mike,spotify:track:00RA1tRUjvxcViZ1TVFlyu
Flashing Lights - Original Mix,Laidback Luke,spotify:track:1914G5ETQ5ntknGqyozfMW
Zodiac,Maddix,spotify:track:6tyMthQ4xFIyvun12lAHPB
Gooo!,Live for the weekend,spotify:track:2IkgZtDDMbqo5DsrOxO9iT
Smile - Original Mix,Joker Inc,spotify:track:4oDoe08YuxP2wbfjYCCoCd
Five Hours,Deorro,spotify:track:6r7FXNO57mlZCBY6PXcZZT
Jäätyy,Lucas,spotify:track:6oRbToZS46TUcgVLJqik8g
Sä olit oikees,Mikael Gabriel,spotify:track:0ZaTpWhR53xeciXzuV68K5
Rakkauslaulu,Johanna Kurkela,spotify:track:3fuHmlYrK7nCUoNyFT2rx7
Love Me Now,John Legend,spotify:track:6hdkw1wzhIRYPlYDUtCY5m
Sun suulla,Malmö,spotify:track:1G1eSrKxjTc6k8N9T51gyY
Morsian,Lauri Tähkä,spotify:track:3seOWLZ7YjBcVYDosPZrwt
Milloin nään sut uudestaan?,Robin Packalen,spotify:track:5F1nYAZxYNUTjtqs6WKXbQ
Lupaan olla - Radio edit,Nopsajalka,spotify:track:0RzBCMUkbxaHFrGUTctWGo
Eternal Flame,The Bangles,spotify:track:6wq4KFc8BBrBRnFPss47UQ
Just Give Me a Reason (feat. Nate Ruess),P!nk,spotify:track:1mKXFLRA179hdOWQBwUk9e
I Will Always Love You,Whitney Houston,spotify:track:4eHbdreAnSOrDDsFfc4Fpm
Tuhat yötä,Samuli Edelmann,spotify:track:5j11C78d5FfJb6R2QhxfKR
"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,spotify:track:6ASMcYTd4DaK8HblMc1CW4
Marry You,Bruno Mars,spotify:track:6SKwQghsR8AISlxhcwyA9R
Oo siellä jossain mun,PMMP,spotify:track:0Hpyamk60KiH3JeDxnWkxu
Hurt,Christina Aguilera,spotify:track:3AfT3nmctE9nlndrFgshXH
Mä annan sut pois,Laura Närhi,spotify:track:4gWApF6eHuGkRpliThlWL1
Tuulilasin nurkkaan,Teleks,spotify:track:2SXoKxfdPHwB4wJDlUiW7q
Here Without You,3 Doors Down,spotify:track:7qQfI2F80t2MZcLLVuH6M2
Let Her Go,Passenger,spotify:track:7DFNE7NO0raLIUbgzY2rzm
Can You Feel the Love Tonight,Elton John,spotify:track:32RxZnEk5KyWUTZR4azxbD
Jos sä tahdot niin,Jippu,spotify:track:4TWZs8TD5wcVYyfoPF3koi
Always,Bon Jovi,spotify:track:7o10Pto0YFchZl1zL4dLPH
When I Was Your Man,Bruno Mars,spotify:track:0nJW01T7XtvILxQgC5J7Wh
Tuhat Yötä - with Sani,Sani,spotify:track:5iZLKW91hVqjTfrr1iMK4D
Kun Katsoit Minuun,Anna Eriksson,spotify:track:5gKagYcHoPhg27iyKLB4fx
Rakkauslaulu,Aste,spotify:track:3VjjYQS5Noz7YySL1G5mpF
Ilman sua,Ezkimo,spotify:track:4hhdK2G5KdsrjVYUDTt77T
Te Amo,Rihanna,spotify:track:0vU7Vb42qkjeSsmmNG5g3W
Grenade,Bruno Mars,spotify:track:4lLtanYk6tkMvooU0tWzG8
Unfaithful,Rihanna,spotify:track:3husjxyCMBvNeiTEcrpPSe
Drunk On Love,Rihanna,spotify:track:5A0Swrynpx7ALauNv08nBe
Vink vink,Linda,spotify:track:764QFKoCHtRsdMRpoQjxTF
Luxusta,Petri Nygård,spotify:track:7LV56yDLp716oiRQR30skF
Sinä Vain,Tauski,spotify:track:1JqGN2FcCAlRRiC9EHrk1n
Breathe,Seeb,spotify:track:6s5smacBOoWoI08Vi6EX5T
God Is A Girl,Nightcore,spotify:track:6Z0XTrfJ9Ee6ZuIkZbSnMd
All The Things She Said,t.A.T.u.,spotify:track:6tBdTwcyyGq1HU3PXgZK82
