song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,uri,id,cluster
She Doesn't Mind,Sean Paul,0.718,0.776,7.0,-5.208,0.0,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,227787.0,4.0,spotify:track:1CmmRxVeqXDdqbSoPy1XgV,1CmmRxVeqXDdqbSoPy1XgV,1
Troublemaker (feat. Flo Rida),Olly Murs,0.762,0.857,0.0,-3.574,0.0,0.056,0.0195,0.0,0.182,0.967,105.989,186600.0,4.0,spotify:track:6MiqdbagcOqDMxhovDOIpF,6MiqdbagcOqDMxhovDOIpF,2
The City,Madeon,0.528,0.81,7.0,-2.174,0.0,0.044,0.00198,0.0,0.846,0.295,124.995,233693.0,4.0,spotify:track:59iJua476fbi3PbddfPrez,59iJua476fbi3PbddfPrez,6
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,0.572,0.81,1.0,-5.791,0.0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,214912.0,4.0,spotify:track:6PUIzlqotEmPuBfjbwYWOB,6PUIzlqotEmPuBfjbwYWOB,6
New Rules,Dua Lipa,0.763,0.72,9.0,-5.181,0.0,0.0691,0.00261,1.11e-05,0.114,0.592,116.01,212000.0,4.0,spotify:track:4LihUZcWy0B6lGLqcJ8u9B,4LihUZcWy0B6lGLqcJ8u9B,1
Jar of Hearts,Christina Perri,0.349,0.348,3.0,-6.142,1.0,0.0316,0.726,0.0,0.12,0.0886,74.541,246587.0,4.0,spotify:track:0HZhYMZOcUzZKSFwPOti6m,0HZhYMZOcUzZKSFwPOti6m,4
Human,The Killers,0.557,0.824,10.0,-6.947,1.0,0.0776,0.0018,0.000542,0.0999,0.611,135.446,245360.0,4.0,spotify:track:7KEajVD9AUG68onXRSFZTv,7KEajVD9AUG68onXRSFZTv,11
Rivers and Roads,The Head And The Heart,0.494,0.194,0.0,-8.965,1.0,0.0352,0.699,2.98e-05,0.0803,0.161,135.753,284000.0,3.0,spotify:track:4Q6Kuze3wNMQRjamyBjHUR,4Q6Kuze3wNMQRjamyBjHUR,4
Flying,James Newton Howard,0.237,0.282,4.0,-15.762,0.0,0.0389,0.281,0.808,0.0684,0.065,90.606,212533.0,4.0,spotify:track:4EsYh2pIxhdUH4YEEAPxGt,4EsYh2pIxhdUH4YEEAPxGt,12
Grace Kelly,MIKA,0.671,0.82,0.0,-5.796,1.0,0.048,0.0194,0.0133,0.361,0.685,122.361,187733.0,4.0,spotify:track:7dzUZec5MnWMyQnk5klnKR,7dzUZec5MnWMyQnk5klnKR,9
Please Mr. Postman - Single Version / Mono,The Marvelettes,0.785,0.776,2.0,-5.259,1.0,0.0312,0.729,0.0,0.181,0.967,121.505,148040.0,4.0,spotify:track:6jX5mso4x00c1EiNMrTU9U,6jX5mso4x00c1EiNMrTU9U,9
I Don't Know My Name,Grace VanderWaal,0.548,0.221,0.0,-8.383,1.0,0.0401,0.775,0.0,0.109,0.457,140.649,148840.0,4.0,spotify:track:4G9addS7Yq5ihZBQLXG2Mj,4G9addS7Yq5ihZBQLXG2Mj,4
Let You Down,NF,0.662,0.714,5.0,-5.68,0.0,0.121,0.312,0.0,0.179,0.464,147.997,212120.0,4.0,spotify:track:52okn5MNA47tk87PeZJLEL,52okn5MNA47tk87PeZJLEL,6
Pride,American Authors,0.619,0.869,8.0,-4.458,1.0,0.0403,0.0217,0.0,0.359,0.686,103.998,191280.0,4.0,spotify:track:1aGECHpgySxBAcLBBMyxlC,1aGECHpgySxBAcLBBMyxlC,11
One Foot,WALK THE MOON,0.581,0.826,0.0,-4.87,1.0,0.0357,0.00773,1.56e-06,0.792,0.492,100.018,261372.0,4.0,spotify:track:3yWsWi2PAo9s6elIhnywIS,3yWsWi2PAo9s6elIhnywIS,0
Talk Too Much,COIN,0.598,0.914,4.0,-3.752,1.0,0.0878,0.0106,1.22e-06,0.369,0.531,103.972,187813.0,4.0,spotify:track:7FX3ZWE70VRjsprg5oeECc,7FX3ZWE70VRjsprg5oeECc,9
Brassy Sun,S. Carey,0.41,0.193,0.0,-17.628,1.0,0.0297,0.921,0.792,0.0876,0.0899,145.032,216095.0,3.0,spotify:track:4CTyoFasl1DhPOsgbEbePQ,4CTyoFasl1DhPOsgbEbePQ,7
The Currents,Bastille,0.581,0.739,9.0,-4.762,1.0,0.0504,0.0686,1.18e-06,0.0601,0.565,155.051,204013.0,4.0,spotify:track:5hcxUMmvcL66B1OqPPres2,5hcxUMmvcL66B1OqPPres2,11
This Girl - Kungs Vs. Cookin' On 3 Burners,Kungs,0.786,0.692,0.0,-5.215,0.0,0.04,0.0855,5.98e-05,0.23,0.468,121.991,195560.0,4.0,spotify:track:2dmdmJkXPuV2TeUHbUyzrS,2dmdmJkXPuV2TeUHbUyzrS,2
City Lights,Hall Johnson,0.554,0.849,7.0,-6.936,1.0,0.0309,0.13,0.11,0.263,0.924,159.966,164680.0,4.0,spotify:track:3zRL8CGYNjs2dJ1YJEAacG,3zRL8CGYNjs2dJ1YJEAacG,11
Ain't Nobody (Loves Me Better) - Gunes Ergun Remix,Felix Jaehn,0.847,0.535,0.0,-5.948,1.0,0.0544,0.0627,0.297,0.356,0.477,123.002,344067.0,4.0,spotify:track:7jnO1ztNwBZc6w8SRh3n75,7jnO1ztNwBZc6w8SRh3n75,0
Make You Mine,Us The Duo,0.596,0.576,5.0,-6.346,1.0,0.0317,0.0578,4.82e-06,0.111,0.47,142.875,216240.0,4.0,spotify:track:1ZWFt1f25IDDHsyx2rlcSV,1ZWFt1f25IDDHsyx2rlcSV,3
Dance with Me Tonight,Olly Murs,0.666,0.75,11.0,-5.926,0.0,0.0598,0.314,0.0,0.0753,0.964,163.937,202693.0,4.0,spotify:track:6Rxnq6T6b89rgQaDmzBF0l,6Rxnq6T6b89rgQaDmzBF0l,1
I Won't Tell a Soul,Charlie Puth,0.439,0.445,2.0,-6.972,1.0,0.0383,0.692,0.0,0.0605,0.163,77.198,187885.0,4.0,spotify:track:7uFhHMYpEC2MLXwxt64pMD,7uFhHMYpEC2MLXwxt64pMD,4
Just Imagine It,MKTO,0.699,0.761,10.0,-4.337,1.0,0.0457,0.0466,0.0,0.107,0.443,120.044,250747.0,4.0,spotify:track:0mtmrbRFsectINNpHdDkUQ,0mtmrbRFsectINNpHdDkUQ,3
Little Talks,Of Monsters and Men,0.445,0.757,1.0,-5.177,1.0,0.0322,0.0206,0.0,0.146,0.421,102.878,266600.0,4.0,spotify:track:3a2tuvXCHbW5nuUckuHkKT,3a2tuvXCHbW5nuUckuHkKT,0
Mountain Sound,Of Monsters and Men,0.379,0.879,1.0,-4.336,0.0,0.0362,0.0421,0.00449,0.146,0.37,102.021,211453.0,4.0,spotify:track:60ZGteAEtPCnGE6zevgUcd,60ZGteAEtPCnGE6zevgUcd,6
Brother,Kodaline,0.493,0.636,10.0,-5.894,1.0,0.049,0.341,0.0,0.201,0.228,120.136,201980.0,4.0,spotify:track:6dVa7xk5dOoT6pOkDw1TMH,6dVa7xk5dOoT6pOkDw1TMH,3
Better Together,Us The Duo,0.761,0.311,5.0,-10.597,1.0,0.0692,0.647,0.0,0.15,0.553,109.891,200707.0,4.0,spotify:track:6huS9u0BDfeQHq0lObNLPl,6huS9u0BDfeQHq0lObNLPl,4
I'm Me,Us The Duo,0.703,0.483,9.0,-5.819,1.0,0.0521,0.305,0.0,0.161,0.555,138.124,216354.0,4.0,spotify:track:5DWuE2zvXnbCBiBo3ohilB,5DWuE2zvXnbCBiBo3ohilB,11
Out of My Life,cole.,0.469,0.407,0.0,-11.714,1.0,0.215,0.641,1.89e-05,0.204,0.126,120.149,225803.0,4.0,spotify:track:4xP6LRi4ZdCQpJH2SLA07C,4xP6LRi4ZdCQpJH2SLA07C,4
Moonlight,Grace VanderWaal,0.737,0.734,7.0,-4.71,1.0,0.156,0.399,0.0,0.323,0.357,91.999,174107.0,4.0,spotify:track:4XrvRf68c9H4orZZ9KoldQ,4XrvRf68c9H4orZZ9KoldQ,3
Beautiful Thing,Grace VanderWaal,0.502,0.156,0.0,-9.155,1.0,0.0556,0.883,0.0,0.0864,0.352,164.191,224880.0,4.0,spotify:track:4P3LBZjsWULnAS08KebYfW,4P3LBZjsWULnAS08KebYfW,4
May [Mix Cut] - Original Mix,Syn Cole,0.56,0.963,0.0,-3.541,1.0,0.0494,4.94e-05,0.437,0.644,0.0905,128.09,247309.0,4.0,spotify:track:0FpXJbwW1oHR9Wb6mMSikw,0FpXJbwW1oHR9Wb6mMSikw,0
Without You (feat. Sandro Cavazza),Avicii,0.662,0.858,2.0,-4.844,1.0,0.0428,0.00163,0.0,0.0456,0.295,133.993,181673.0,4.0,spotify:track:6Pgkp4qUoTmJIPn7ReaGxL,6Pgkp4qUoTmJIPn7ReaGxL,0
Nothing Stopping Me (feat. Kat Nestel),Vicetone,0.601,0.801,5.0,-2.425,1.0,0.0473,0.139,0.0,0.103,0.377,126.955,223225.0,4.0,spotify:track:5BuiZmp7H6hoUN5Fw2lUIp,5BuiZmp7H6hoUN5Fw2lUIp,3
Sun Is Shining,Axwell /\ Ingrosso,0.467,0.757,2.0,-3.01,1.0,0.0517,0.0866,0.0,0.0742,0.383,131.993,254653.0,4.0,spotify:track:4b2tcjrG1qUkSdsqEFP2dB,4b2tcjrG1qUkSdsqEFP2dB,0
Collide,Vicetone,0.613,0.701,9.0,-3.777,0.0,0.048,0.0309,0.0,0.419,0.288,124.085,197590.0,4.0,spotify:track:2TnshuG2G4puBRIPJ7Anc5,2TnshuG2G4puBRIPJ7Anc5,1
Broccoli,DRAM,0.886,0.525,8.0,-7.39,1.0,0.132,0.236,0.0,0.057,0.708,145.99,225205.0,4.0,spotify:track:0qy5D3OJre7SPJNMOL9I71,0qy5D3OJre7SPJNMOL9I71,11
Keep Me,Khalid,0.778,0.574,2.0,-7.775,0.0,0.0327,0.368,0.0,0.126,0.663,112.048,276227.0,4.0,spotify:track:6SWHTMywuTXLFlMQ75cAuu,6SWHTMywuTXLFlMQ75cAuu,2
You Don't Know About Me (R3hab Remix),Ella Vos,0.665,0.452,1.0,-7.81,1.0,0.0339,0.299,0.0,0.113,0.424,159.938,157312.0,4.0,spotify:track:5UzrHG9CEDqnTdo5pVh6Es,5UzrHG9CEDqnTdo5pVh6Es,0
Up&Up,Coldplay,0.479,0.717,7.0,-5.459,1.0,0.0605,0.0488,0.000333,0.102,0.253,163.989,405320.0,4.0,spotify:track:31L9yLXSj6LpCFupyMV6CR,31L9yLXSj6LpCFupyMV6CR,3
Issues,Julia Michaels,0.728,0.415,8.0,-6.852,1.0,0.0639,0.401,0.0,0.0616,0.455,114.145,176320.0,4.0,spotify:track:7vu0JkJh0ldukEYbTVcqd0,7vu0JkJh0ldukEYbTVcqd0,3
Crystals,Of Monsters and Men,0.581,0.747,0.0,-7.207,1.0,0.0303,0.00202,0.000449,0.109,0.325,132.195,243520.0,4.0,spotify:track:5wU6jk9kxYzFGUpeE6T2Q5,5wU6jk9kxYzFGUpeE6T2Q5,0
Fear,X Ambassadors,0.386,0.799,11.0,-4.663,0.0,0.0898,0.00847,0.000119,0.0907,0.608,133.355,161587.0,4.0,spotify:track:2uns3Zgiz6Bt4e6Me77wKb,2uns3Zgiz6Bt4e6Me77wKb,1
Machine,MisterWives,0.638,0.847,5.0,-3.99,0.0,0.0411,0.277,0.0,0.756,0.558,100.004,210427.0,4.0,spotify:track:33yQjYsn7eCY2L23JX0m2b,33yQjYsn7eCY2L23JX0m2b,2
Havana - Remix,Camila Cabello,0.751,0.579,2.0,-4.036,1.0,0.0321,0.398,2.28e-05,0.133,0.349,105.031,199095.0,4.0,spotify:track:3whrwq4DtvucphBPUogRuJ,3whrwq4DtvucphBPUogRuJ,0
Bad Liar,Selena Gomez,0.965,0.414,1.0,-6.408,1.0,0.0713,0.189,0.0,0.0767,0.728,121.032,214648.0,4.0,spotify:track:2fZQIJew3nkNe99s2PKzul,2fZQIJew3nkNe99s2PKzul,9
Bang Bang,Jessie J,0.703,0.747,0.0,-4.446,0.0,0.0895,0.283,0.0,0.396,0.7,149.974,199320.0,4.0,spotify:track:466s1BacUmiRdR3ISvNjyx,466s1BacUmiRdR3ISvNjyx,2
Can't Feel My Face,The Weeknd,0.705,0.769,9.0,-5.526,0.0,0.0425,0.113,0.0,0.105,0.583,107.949,213520.0,4.0,spotify:track:22VdIZQfgXJea34mQxlt81,22VdIZQfgXJea34mQxlt81,1
Beverly Hills,Weezer,0.693,0.823,5.0,-3.761,1.0,0.0726,0.0932,0.0,0.328,0.741,87.904,196093.0,4.0,spotify:track:1yKu2MhpwzDXXH2tzG6xoa,1yKu2MhpwzDXXH2tzG6xoa,11
Yellow Submarine - Remastered 2009,The Beatles,0.604,0.549,1.0,-9.873,1.0,0.0389,0.531,0.0,0.438,0.696,111.398,158880.0,4.0,spotify:track:50xwQXPtfNZFKFeZ0XePWc,50xwQXPtfNZFKFeZ0XePWc,9
Colourway,Novo Amor,0.261,0.371,3.0,-10.112,1.0,0.0313,0.96,0.856,0.109,0.149,158.924,228164.0,4.0,spotify:track:2oa53bhiNPCz2CGh26AYxi,2oa53bhiNPCz2CGh26AYxi,7
"True Love's Kiss - From ""Enchanted""/ Soundtrack Version",Amy Adams,0.244,0.35,0.0,-9.488,1.0,0.0374,0.891,0.000701,0.279,0.359,95.941,192853.0,4.0,spotify:track:0enYe3J97eUBaxSbZvYNsQ,0enYe3J97eUBaxSbZvYNsQ,4
"That's How You Know - From ""Enchanted""/Soundtrack Version",Amy Adams,0.485,0.667,2.0,-5.485,1.0,0.164,0.497,0.0,0.219,0.52,174.025,228960.0,4.0,spotify:track:1OzSfjFW08DTD51XoNnog7,1OzSfjFW08DTD51XoNnog7,0
You're Welcome - Jordan Fisher/Lin-Manuel Miranda Version,Jordan Fisher,0.468,0.432,0.0,-10.382,1.0,0.1,0.0613,0.0,0.0533,0.393,101.097,137427.0,3.0,spotify:track:4QpGKXfAEIF8TquT7oF4zA,4QpGKXfAEIF8TquT7oF4zA,0
Prologue: Into the Woods,Company - Into the Woods (Motion Picture Cast),0.64,0.266,3.0,-14.548,1.0,0.406,0.819,0.0,0.28,0.523,130.731,875160.0,4.0,spotify:track:5fJ8kh5tPo0LIXrdtUP9XY,5fJ8kh5tPo0LIXrdtUP9XY,4
Year 3000,Jonas Brothers,0.661,0.861,11.0,-5.841,1.0,0.0465,0.00374,1.15e-06,0.32,0.771,106.962,201960.0,4.0,spotify:track:6vpQluFwjbt4ZEl8mw6swS,6vpQluFwjbt4ZEl8mw6swS,11
Agony,Chris Pine,0.449,0.19,3.0,-13.93,1.0,0.0479,0.912,0.0,0.107,0.503,97.045,152867.0,4.0,spotify:track:5pyTW9ph8A0ZSx7hzpSNge,5pyTW9ph8A0ZSx7hzpSNge,4
Jump in Line,Mungo's Hi Fi,0.87,0.581,0.0,-9.259,1.0,0.0746,0.0754,0.885,0.564,0.886,114.097,213160.0,4.0,spotify:track:4KeyLK7pOy9PhACYp1dN6h,4KeyLK7pOy9PhACYp1dN6h,8
Come Together - Remastered 2009,The Beatles,0.533,0.376,9.0,-11.913,0.0,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947.0,4.0,spotify:track:2EqlS6tkEnglzr7tkKAAYD,2EqlS6tkEnglzr7tkKAAYD,1
Burning Love,Elvis Presley,0.66,0.748,2.0,-11.206,1.0,0.0284,0.0993,0.00585,0.283,0.972,143.549,170293.0,4.0,spotify:track:7zMUCLm1TN9o9JlLISztxO,7zMUCLm1TN9o9JlLISztxO,9
The Woods,Daughter,0.529,0.248,2.0,-13.972,1.0,0.0396,0.772,0.00943,0.104,0.357,147.79,229973.0,4.0,spotify:track:3tOoVlYTFSTaEtGxPc3gGt,3tOoVlYTFSTaEtGxPc3gGt,4
Tunak Tunak Tun,Daler Mehndi,0.794,0.977,10.0,-5.637,1.0,0.178,0.526,0.00196,0.0616,0.687,150.008,303133.0,4.0,spotify:track:131yybV7A3TmC34a0qE8u8,131yybV7A3TmC34a0qE8u8,11
Ultimate,Denzel Curry,0.493,0.826,9.0,-3.106,1.0,0.311,0.095,3.42e-06,0.252,0.75,112.865,189974.0,4.0,spotify:track:6R0GRYk2vs2XuBVemYK5YZ,6R0GRYk2vs2XuBVemYK5YZ,11
Blue June,Wild Rivers,0.676,0.239,11.0,-14.326,1.0,0.0475,0.721,8.46e-05,0.106,0.45,81.551,171759.0,4.0,spotify:track:6JRY1UAzOn8S3oIPZdOMF4,6JRY1UAzOn8S3oIPZdOMF4,4
Stay Together - Hit-Boy Remix,Noah Cyrus,0.685,0.732,8.0,-5.689,1.0,0.0595,0.237,0.0,0.0817,0.812,148.068,210930.0,4.0,spotify:track:2Mhd9YGNU91BNxqyLL9Bpc,2Mhd9YGNU91BNxqyLL9Bpc,11
"Dig a Little Deeper - From ""The Princess and the Frog""/Soundtrack Version",Jenifer Lewis,0.719,0.825,0.0,-4.26,1.0,0.0521,0.39,3.75e-06,0.103,0.798,98.023,167933.0,4.0,spotify:track:6DE96OoBcJiJXkEJKNksR9,6DE96OoBcJiJXkEJKNksR9,9
Nothing On You (feat. Bruno Mars),B.o.B,0.696,0.825,10.0,-6.841,1.0,0.0499,0.428,0.0,0.081,0.763,103.976,267587.0,4.0,spotify:track:7xMITBye3Js9MDadWL2uqE,7xMITBye3Js9MDadWL2uqE,11
"Honey, Honey - From 'Mamma Mia!' Original Motion Picture Soundtrack",Amanda Seyfried,0.506,0.895,4.0,-4.069,1.0,0.0363,0.0417,5.47e-06,0.252,0.806,140.044,187360.0,4.0,spotify:track:1lPTKmztH1QufrTfYwFDWg,1lPTKmztH1QufrTfYwFDWg,9
Hot Streak,Faulkner,0.604,0.805,11.0,-4.536,0.0,0.0356,0.00261,4.43e-05,0.052,0.764,74.013,169240.0,4.0,spotify:track:4LRZHe7MtHVysPIwcUeBWZ,4LRZHe7MtHVysPIwcUeBWZ,1
Down,Jay Sean,0.727,0.68,2.0,-4.498,1.0,0.0286,0.0101,0.0,0.0821,0.728,132.012,212507.0,4.0,spotify:track:6cmm1LMvZdB5zsCwX5BjqE,6cmm1LMvZdB5zsCwX5BjqE,9
You Shook Me All Night Long,AC/DC,0.529,0.768,7.0,-5.51,1.0,0.0566,0.00224,0.00075,0.297,0.769,127.316,210880.0,4.0,spotify:track:6yl8Es1tCYD9WdSkeVLFw4,6yl8Es1tCYD9WdSkeVLFw4,11
Love The Way You Lie,Eminem,0.746,0.922,10.0,-5.014,1.0,0.236,0.246,0.0,0.515,0.638,86.961,263373.0,4.0,spotify:track:6UaRii9AH6Zss9xNMEQ2M9,6UaRii9AH6Zss9xNMEQ2M9,11
99 Luftballons,Nena,0.466,0.438,4.0,-12.858,1.0,0.0608,0.089,5.62e-06,0.113,0.587,193.1,233000.0,4.0,spotify:track:6HA97v4wEGQ5TUClRM0XLc,6HA97v4wEGQ5TUClRM0XLc,0
Sån Det Går,Jimilian,0.846,0.56,6.0,-6.281,0.0,0.0656,0.0621,0.0,0.0765,0.592,100.041,176533.0,4.0,spotify:track:1hzC2HlTjXQ7erUgoIkQ0B,1hzC2HlTjXQ7erUgoIkQ0B,2
Revolutionary,Faulkner,0.514,0.661,11.0,-6.305,0.0,0.0262,3.23e-05,0.0842,0.0709,0.469,89.996,191053.0,4.0,spotify:track:36Q3CmqAO0NgIOiysEbGQq,36Q3CmqAO0NgIOiysEbGQq,1
Life Do Change,Them Fangs,0.416,0.934,0.0,-3.774,1.0,0.0452,0.00589,0.000373,0.207,0.654,181.857,197082.0,4.0,spotify:track:2qqsnI3YL0zlp1iKdl2LWM,2qqsnI3YL0zlp1iKdl2LWM,9
Somebody New,Faustix,0.72,0.792,10.0,-3.428,0.0,0.0348,0.22,0.0,0.0945,0.608,105.031,190254.0,4.0,spotify:track:6U9DkOyy5hLDTdEALgSVDX,6U9DkOyy5hLDTdEALgSVDX,1
Secret,The Pierces,0.577,0.486,9.0,-6.966,0.0,0.0548,0.0557,0.0,0.2,0.236,138.172,229160.0,3.0,spotify:track:7eoC95sT8KxeZGPAikDOAm,7eoC95sT8KxeZGPAikDOAm,1
Empty Gold,Halsey,0.447,0.805,1.0,-3.971,0.0,0.0397,0.00677,0.0,0.27,0.218,143.986,207410.0,4.0,spotify:track:6oNDJSnkY0O4UIcgU8kwyz,6oNDJSnkY0O4UIcgU8kwyz,6
New Americana,Halsey,0.339,0.707,0.0,-5.121,0.0,0.0428,0.0113,0.0,0.337,0.359,173.993,183808.0,4.0,spotify:track:6Xs7OKt6i0Ddq8B4M5Dgvr,6Xs7OKt6i0Ddq8B4M5Dgvr,6
Ain't My Fault - R3hab Remix,Zara Larsson,0.67,0.847,9.0,-3.723,1.0,0.043,0.0156,0.0,0.22,0.613,150.109,158773.0,4.0,spotify:track:3YPlsrk0Voe8AOa1jyN891,3YPlsrk0Voe8AOa1jyN891,11
At the Table,Josh Garrels,0.529,0.554,7.0,-7.939,1.0,0.0301,0.616,0.000263,0.118,0.285,93.967,289093.0,4.0,spotify:track:0CuihK7fN0Cb0sFiXxByuC,0CuihK7fN0Cb0sFiXxByuC,4
I'm Just A Kid,Simple Plan,0.527,0.834,1.0,-5.531,1.0,0.0447,0.00107,0.000102,0.0993,0.422,110.065,198333.0,4.0,spotify:track:1hIupFeRu3nmMcjbjxPnMc,1hIupFeRu3nmMcjbjxPnMc,0
Saturn,Sleeping At Last,0.263,0.237,3.0,-13.738,1.0,0.0344,0.638,0.305,0.109,0.0461,73.024,289792.0,4.0,spotify:track:3tJjZMHLqhD8DaGgdBICnc,3tJjZMHLqhD8DaGgdBICnc,4
Heal,Tom Odell,0.455,0.179,1.0,-12.938,1.0,0.0389,0.952,0.00056,0.106,0.12,73.698,195240.0,4.0,spotify:track:1xVF9wZZ87uAz0bw6jT4sH,1xVF9wZZ87uAz0bw6jT4sH,4
Fly,Sugar Ray,0.835,0.648,1.0,-8.15,1.0,0.0488,0.0202,0.225,0.308,0.674,99.701,244640.0,4.0,spotify:track:3uPfVXcjnpOjyzI3jb3js4,3uPfVXcjnpOjyzI3jb3js4,9
Saturday Night’s Alright (For Fighting) - Remastered,Elton John,0.514,0.976,0.0,-6.347,1.0,0.0428,0.0173,0.104,0.1,0.942,152.895,295833.0,4.0,spotify:track:24yF1i0a400ktNPzY0Y0iD,24yF1i0a400ktNPzY0Y0iD,9
Pour Some Sugar On Me - Remastered 2017,Def Leppard,0.523,0.954,1.0,-4.885,0.0,0.0788,0.00217,0.0,0.284,0.573,84.921,267307.0,4.0,spotify:track:7GFkFbXPUPTAZRkGxr3VL3,7GFkFbXPUPTAZRkGxr3VL3,2
Highway to Hell,AC/DC,0.574,0.913,6.0,-4.793,0.0,0.133,0.061,0.00158,0.156,0.423,115.728,208400.0,4.0,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,2zYzyRzz6pRmhPzyfMEC8s,6
Animal,Neon Trees,0.482,0.833,5.0,-5.611,1.0,0.0449,0.000346,0.0,0.365,0.74,148.039,212293.0,4.0,spotify:track:1fBl642IhJOE5U319Gy2Go,1fBl642IhJOE5U319Gy2Go,11
Rock And Roll All Nite,KISS,0.598,0.737,1.0,-13.463,1.0,0.1,0.0227,0.0,0.135,0.806,144.79,176973.0,4.0,spotify:track:1f8ZgFkqokS6Yo2NeUkwGA,1f8ZgFkqokS6Yo2NeUkwGA,9
Feel This Moment (feat. Christina Aguilera),Pitbull,0.668,0.759,7.0,-3.589,1.0,0.156,0.0334,0.0,0.204,0.539,135.955,229507.0,4.0,spotify:track:6zb3XRdAQvq93mxS4iGM9S,6zb3XRdAQvq93mxS4iGM9S,11
See You Again,Miley Cyrus,0.692,0.911,9.0,-5.098,0.0,0.177,0.0149,7.34e-05,0.112,0.801,138.976,190373.0,4.0,spotify:track:7vw6f0Kw6iviClqb47nf1y,7vw6f0Kw6iviClqb47nf1y,1
Heartless,Kanye West,0.855,0.793,10.0,-2.682,0.0,0.0669,0.107,0.0,0.202,0.644,87.963,209627.0,4.0,spotify:track:5nGQkCkMOVHkLVNn8eJ3gT,5nGQkCkMOVHkLVNn8eJ3gT,1
Don't You Worry Child - Radio Edit,Swedish House Mafia,0.612,0.84,11.0,-3.145,0.0,0.0509,0.112,0.0,0.116,0.438,129.042,212862.0,4.0,spotify:track:2V65y3PX4DkRhy1djlxd9p,2V65y3PX4DkRhy1djlxd9p,1
Sugar (feat. Wynter),Flo Rida,0.738,0.868,1.0,-4.15,1.0,0.0348,0.0371,0.0,0.294,0.199,130.003,252933.0,4.0,spotify:track:75dHnNDDenNLCUwU1Shvcj,75dHnNDDenNLCUwU1Shvcj,0
When I Grow Up,The Pussycat Dolls,0.673,0.686,11.0,-5.745,0.0,0.0454,0.00154,0.0,0.382,0.34,118.43,245680.0,4.0,spotify:track:7aKOynv41IGU8uiXmpz7ok,7aKOynv41IGU8uiXmpz7ok,1
Price Tag,Jessie J,0.638,0.831,5.0,-3.944,1.0,0.182,0.0281,3.06e-06,0.277,0.685,175.038,223053.0,4.0,spotify:track:5mvKuE9Lf9ARVXVXA32kK9,5mvKuE9Lf9ARVXVXA32kK9,11
Sexy Bitch (feat. Akon) - Extended,David Guetta,0.963,0.298,11.0,-5.748,0.0,0.125,0.0181,0.0156,0.0756,0.802,130.014,312000.0,4.0,spotify:track:6xlgLRzZNTaeYmiwpB8HMi,6xlgLRzZNTaeYmiwpB8HMi,1
Rocketeer,Far East Movement,0.664,0.845,4.0,-6.115,0.0,0.0461,0.181,0.0,0.267,0.357,96.005,211253.0,4.0,spotify:track:3ZuiIFm9nRnkRz8AZAekjJ,3ZuiIFm9nRnkRz8AZAekjJ,6
Take It Off,Kesha,0.725,0.672,5.0,-5.353,0.0,0.0283,4.62e-05,0.00225,0.112,0.777,125.042,215200.0,4.0,spotify:track:3ubtdCmWZIuX8FuRv3S3KX,3ubtdCmWZIuX8FuRv3S3KX,2
What About Love,Anthem Lights,0.347,0.449,7.0,-6.68,0.0,0.03,0.758,6.54e-06,0.333,0.397,92.083,201290.0,4.0,spotify:track:447mSDA3HAtAwaSbueabSA,447mSDA3HAtAwaSbueabSA,10
human,Christina Perri,0.439,0.489,8.0,-6.286,1.0,0.0368,0.132,0.000643,0.114,0.253,143.808,250707.0,4.0,spotify:track:1zVhMuH7agsRe6XkljIY4U,1zVhMuH7agsRe6XkljIY4U,3
False Alarm,Matoma,0.643,0.732,5.0,-6.762,0.0,0.0294,0.00681,4.57e-05,0.0606,0.181,102.979,224272.0,4.0,spotify:track:5jJnlACnwFvyqNXmUZu8Nd,5jJnlACnwFvyqNXmUZu8Nd,6
No Scrubs (feat. Joanna Jones),Unlike Pluto,0.492,0.778,1.0,-4.822,0.0,0.227,0.164,0.0,0.313,0.294,74.878,201600.0,4.0,spotify:track:1JFAEZhfUPfQb69Dtjg9Xm,1JFAEZhfUPfQb69Dtjg9Xm,6
Ahead Of Myself,X Ambassadors,0.587,0.549,5.0,-7.817,1.0,0.0347,0.0015,0.0,0.0862,0.364,89.952,223147.0,4.0,spotify:track:25tbnjnjZjXIYrfgqGKxpG,25tbnjnjZjXIYrfgqGKxpG,3
Heartline,Craig David,0.758,0.779,8.0,-3.531,0.0,0.0433,0.326,0.0,0.178,0.78,106.966,192880.0,4.0,spotify:track:4ioNqWWd8Ivz4bLfrn3bBN,4ioNqWWd8Ivz4bLfrn3bBN,1
Give Me Your Love,DEAMN,0.707,0.832,0.0,-4.712,1.0,0.0255,0.136,0.000129,0.248,0.391,105.008,197803.0,4.0,spotify:track:0NXbteSHrnUtx0WJjjWpR9,0NXbteSHrnUtx0WJjjWpR9,0
