song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,uri,id,cluster
The Empress And The Ukraine King,CAN,0.587,0.927,2.0,-6.456,1.0,0.0386,0.323,0.00191,0.282,0.665,100.929,281840.0,4.0,spotify:track:5mzZfAhgMmSjP5nZb4DHSH,5mzZfAhgMmSjP5nZb4DHSH,9
La soupeuse,Jeanne Folly,0.766,0.659,8.0,-6.62,1.0,0.0448,0.159,0.0227,0.11,0.484,86.06,626816.0,4.0,spotify:track:30L34U1Q4jK5fvU0nAqONx,30L34U1Q4jK5fvU0nAqONx,3
Music,The Headhunters,0.498,0.607,8.0,-11.273,0.0,0.0919,0.317,0.709,0.106,0.495,122.35,213133.0,4.0,spotify:track:1EdXKSVCEKIMrFybC0Xqco,1EdXKSVCEKIMrFybC0Xqco,5
Ultra Marina (1988),Nuno Canavarro,0.397,0.328,11.0,-11.115,0.0,0.0646,0.691,0.000621,0.364,0.0829,100.513,157080.0,4.0,spotify:track:3fEQNpkGIe0JJaP7J12FQt,3fEQNpkGIe0JJaP7J12FQt,10
Detail For Paul,The Durutti Column,0.724,0.463,6.0,-13.607,1.0,0.0337,0.704,0.94,0.14,0.563,106.091,115733.0,4.0,spotify:track:7Im0JOCcdfmSEm4f0PQwla,7Im0JOCcdfmSEm4f0PQwla,8
See-Through,Arthur Russell,0.312,0.334,2.0,-17.203,0.0,0.0989,0.78,0.128,0.121,0.306,75.879,130000.0,3.0,spotify:track:75PUZF77gfPywWVp6C5DhW,75PUZF77gfPywWVp6C5DhW,10
Home,Gloria Barnes,0.458,0.602,10.0,-9.274,0.0,0.179,0.0502,2e-06,0.21,0.537,170.017,169680.0,4.0,spotify:track:5VN2dZer45WzuaorRa242v,5VN2dZer45WzuaorRa242v,1
Ready Or Not Here I Come (Can't Hide From Love),The Delfonics,0.578,0.583,3.0,-7.866,1.0,0.028,0.465,8.68e-06,0.108,0.754,82.905,120133.0,4.0,spotify:track:7MqteiEjRbexV3ExsKfuJ7,7MqteiEjRbexV3ExsKfuJ7,9
The Games We Play,Pusha T,0.694,0.796,5.0,-3.696,1.0,0.198,0.0713,0.0163,0.096,0.592,78.033,166120.0,4.0,spotify:track:7iEoaTyBCqLaAwJnOP1BTn,7iEoaTyBCqLaAwJnOP1BTn,11
Because,Smerz,0.654,0.402,1.0,-9.318,0.0,0.522,0.0354,0.00305,0.109,0.548,205.865,188945.0,4.0,spotify:track:7d2a78r2DTydqHhYJ4YsQj,7d2a78r2DTydqHhYJ4YsQj,6
ʅ͡͡͡͡͡͡͡͡͡͡͡(ƟӨ)ʃ͡͡͡͡͡͡͡͡͡͡ ꐑ(ཀ ඊູ ఠీੂ೧ູ࿃ूੂ✧✧✧✧✧✧ළඕั࿃ूੂ࿃ूੂ,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ,0.733,0.687,1.0,-10.487,1.0,0.0444,0.0224,0.702,0.0648,0.526,125.752,278708.0,4.0,spotify:track:2SJo1P387WJHJx1uFbyrRj,2SJo1P387WJHJx1uFbyrRj,8
Easy Rider,Action Bronson,0.422,0.851,11.0,-4.031,1.0,0.0398,0.0339,0.0,0.152,0.667,93.649,259301.0,4.0,spotify:track:4AH8GJVosfrbfhe5NVTAnx,4AH8GJVosfrbfhe5NVTAnx,11
Mafatshi Leh,Al Massrieen,0.402,0.681,1.0,-6.169,0.0,0.0333,0.00476,2.89e-06,0.243,0.412,126.493,165907.0,4.0,spotify:track:6xocKo2s1p6irZVeC1iSr2,6xocKo2s1p6irZVeC1iSr2,6
Butterfly Effect,Shinichi Atobe,0.359,0.491,11.0,-14.425,0.0,0.0328,0.923,0.93,0.0931,0.437,127.285,712774.0,4.0,spotify:track:6nvkGpQpm3JAHNAJOCiQmG,6nvkGpQpm3JAHNAJOCiQmG,12
You Owe Me,Vegyn,0.753,0.62,6.0,-6.852,1.0,0.0526,0.779,0.0626,0.131,0.465,130.016,177560.0,4.0,spotify:track:28kfrHXGnhtzQaznrgPl1F,28kfrHXGnhtzQaznrgPl1F,4
Dissan Na M'bera,Super Mama Djombo,0.628,0.757,10.0,-8.141,0.0,0.0389,0.345,0.318,0.194,0.971,109.514,313480.0,4.0,spotify:track:20FhPc73ZxP5jGXCsbPTgD,20FhPc73ZxP5jGXCsbPTgD,1
Mabelle,Ruth,0.752,0.678,4.0,-5.075,0.0,0.0448,0.252,0.0,0.145,0.633,130.145,230080.0,4.0,spotify:track:0Tr86xUtlk211O8CuPmgUb,0Tr86xUtlk211O8CuPmgUb,2
Baby That's Backatcha,Smokey Robinson,0.583,0.719,9.0,-7.08,0.0,0.0905,0.749,1.17e-05,0.18,0.905,118.671,228547.0,4.0,spotify:track:6Og4RxasYLlzXUlhbvoGzh,6Og4RxasYLlzXUlhbvoGzh,10
N' Nafanta,The Ousmane Kouyate Band,0.667,0.462,7.0,-12.541,0.0,0.0325,0.734,0.00548,0.0339,0.617,89.556,744907.0,4.0,spotify:track:3cDnajpBLH27ok8MiFZDyO,3cDnajpBLH27ok8MiFZDyO,10
Flight 2,Angelo & Eighteen,0.737,0.818,1.0,-9.325,1.0,0.0462,0.0201,0.896,0.0851,0.471,116.078,171200.0,4.0,spotify:track:4RfhJo47pSntADXVPQbmoD,4RfhJo47pSntADXVPQbmoD,8
Only You,Steve Monite,0.786,0.921,0.0,-6.842,1.0,0.101,0.0552,0.00181,0.0629,0.628,118.373,381040.0,4.0,spotify:track:69ZGaXg5BV9HRxOgexbu6N,69ZGaXg5BV9HRxOgexbu6N,9
Daydreaming,Radiohead,0.299,0.263,9.0,-13.207,0.0,0.0323,0.968,0.857,0.126,0.113,137.848,384439.0,3.0,spotify:track:1uRxyAup7OYrlh2SHJb80N,1uRxyAup7OYrlh2SHJb80N,12
Admire,Fango,0.622,0.644,8.0,-7.537,0.0,0.029,0.0891,0.972,0.22,0.628,122.015,302900.0,4.0,spotify:track:0VleOR22fflCepMELBNdFs,0VleOR22fflCepMELBNdFs,5
Speed It Up,Gunna,0.912,0.587,7.0,-7.395,1.0,0.0582,0.0394,0.01,0.111,0.435,143.027,179022.0,4.0,spotify:track:3BXXkwyhsHM0EPApHMhQC5,3BXXkwyhsHM0EPApHMhQC5,3
30 Hours,Kanye West,0.823,0.813,7.0,-6.71,1.0,0.288,0.0359,0.0,0.0886,0.373,95.012,323303.0,4.0,spotify:track:2CHmgtK8OCL28WtIK96u4N,2CHmgtK8OCL28WtIK96u4N,3
Volume 2A,The Truper,0.649,0.906,11.0,-7.308,0.0,0.119,0.0758,0.882,0.0658,0.315,159.651,366115.0,4.0,spotify:track:6U9uBIHIzzUXxxLwqI7F1a,6U9uBIHIzzUXxxLwqI7F1a,5
Afro Blue,Momo Wandel Soumah,0.611,0.338,5.0,-16.346,0.0,0.037,0.923,0.83,0.108,0.752,105.092,448560.0,3.0,spotify:track:23p4RULI5WERWXwC6NVzLX,23p4RULI5WERWXwC6NVzLX,12
Worldwide,Royal Flush,0.799,0.592,8.0,-5.421,1.0,0.373,0.142,0.0,0.0466,0.913,83.99,190800.0,4.0,spotify:track:51ehwRYBLHsF79TQGH7tIf,51ehwRYBLHsF79TQGH7tIf,11
Metal I (Camila),Marco Bosco,0.575,0.229,8.0,-20.887,1.0,0.0275,0.837,0.0545,0.0786,0.255,92.338,259487.0,4.0,spotify:track:23GqAMjKzJ8fVz7xmqo6dy,23GqAMjKzJ8fVz7xmqo6dy,4
Time for a Change,Benita,0.687,0.796,0.0,-9.623,0.0,0.103,0.00209,7.55e-05,0.137,0.608,121.263,205664.0,4.0,spotify:track:2aNOkWge7L1IubHjS9dkgL,2aNOkWge7L1IubHjS9dkgL,2
Black Purd's Theme,"Bernard ""Pretty"" Purdie",0.758,0.827,8.0,-16.264,0.0,0.0543,1.29e-05,0.93,0.0752,0.606,115.996,178133.0,4.0,spotify:track:3ptuGiodaqY1LDjwPbGMiP,3ptuGiodaqY1LDjwPbGMiP,5
A Better Version,King Tubby,0.645,0.721,8.0,-11.129,0.0,0.283,0.226,0.192,0.22,0.58,75.938,205125.0,4.0,spotify:track:7gVitqfiVFgH4OkxPZp9lw,7gVitqfiVFgH4OkxPZp9lw,1
Arthur,Kelly Lee Owens,0.61,0.546,4.0,-14.677,0.0,0.0397,0.745,0.937,0.394,0.0599,109.994,245250.0,4.0,spotify:track:4MXLd8ALzXoJ1vob6Mr1ja,4MXLd8ALzXoJ1vob6Mr1ja,12
Ae Meri Awaz Ke Dosto - Amne Samne / Soundtrack Version,Amit Kumar,0.516,0.807,5.0,-4.876,0.0,0.132,0.592,2.46e-06,0.273,0.626,128.359,397587.0,4.0,spotify:track:38wTkNqV2WmsDGIIrQOnix,38wTkNqV2WmsDGIIrQOnix,10
Requiem for CS70 and Strings,Floating Points,0.196,0.014,0.0,-20.872,0.0,0.0349,0.986,0.93,0.112,0.0645,137.347,143080.0,1.0,spotify:track:5tJZSE0l9xTnRrccjBZZXg,5tJZSE0l9xTnRrccjBZZXg,12
Last Bloom,Floating Points,0.711,0.646,1.0,-11.706,1.0,0.0584,0.197,0.894,0.0845,0.138,135.018,353680.0,4.0,spotify:track:5pB9UH5jW7eO51T5mrat4D,5pB9UH5jW7eO51T5mrat4D,8
Little By Little (Caribou Rmx),Radiohead,0.8,0.586,2.0,-9.633,1.0,0.0601,0.00822,0.773,0.0846,0.126,115.62,340160.0,4.0,spotify:track:6Unw1AAcpS1ZgZoRlj2jxA,6Unw1AAcpS1ZgZoRlj2jxA,8
The North Wind Blew South,Philamore Lincoln,0.336,0.344,7.0,-12.969,1.0,0.0292,0.293,0.0209,0.0733,0.43,150.054,194947.0,3.0,spotify:track:16IrYr84BXOjUXTzqDEsF2,16IrYr84BXOjUXTzqDEsF2,3
Daddy's Little Girl,Warfield Spillers,0.722,0.364,5.0,-13.393,0.0,0.0707,0.363,0.0,0.339,0.6,108.377,293147.0,4.0,spotify:track:2ak9EfsoBbErWHQ1LsOD2d,2ak9EfsoBbErWHQ1LsOD2d,10
Aaj Shanibar,Rupa,0.576,0.764,2.0,-10.799,1.0,0.188,0.418,0.0749,0.0667,0.823,126.048,479630.0,4.0,spotify:track:6EEpz2tuKJ2nBSi8LR1Jv3,6EEpz2tuKJ2nBSi8LR1Jv3,9
"Sequenza bosco - Fuga - Theme From ""Oedipus Orca""",James Dashow,0.236,0.369,11.0,-25.707,1.0,0.0674,0.947,0.892,0.09,0.058,99.344,218040.0,4.0,spotify:track:0xL38DT0BVE7zKbz45BRW5,0xL38DT0BVE7zKbz45BRW5,7
Thiely,Etoile De Dakar,0.623,0.375,8.0,-12.125,1.0,0.237,0.333,0.0169,0.0731,0.731,146.705,315813.0,4.0,spotify:track:7swbM7aGKpTBChWXSvEu1N,7swbM7aGKpTBChWXSvEu1N,11
Peer Pressure,Mobb Deep,0.712,0.773,7.0,-7.52,1.0,0.295,0.0216,1.69e-05,0.0389,0.744,181.835,248133.0,4.0,spotify:track:7uqcE1H6iwqfZ4FsDa3FVT,7uqcE1H6iwqfZ4FsDa3FVT,11
One Beer,MF DOOM,0.375,0.722,7.0,-6.7,1.0,0.243,0.1,0.00336,0.633,0.612,90.712,258587.0,4.0,spotify:track:4O4Y5pZNd0kge9aw95OaYC,4O4Y5pZNd0kge9aw95OaYC,11
Odessa,Caribou,0.696,0.913,1.0,-5.639,1.0,0.0394,0.00343,0.0567,0.311,0.613,118.032,315507.0,4.0,spotify:track:2TznENSzbfW1SBOaYlHgQb,2TznENSzbfW1SBOaYlHgQb,9
Flame,patten,0.737,0.642,0.0,-7.178,1.0,0.0807,0.0772,0.84,0.113,0.459,131.959,280000.0,4.0,spotify:track:0vr6fwcmg0U0QeWYE6o6gT,0vr6fwcmg0U0QeWYE6o6gT,8
Orientasie,Baroque Jazz Trio,0.481,0.526,5.0,-9.943,0.0,0.0584,0.396,0.151,0.0756,0.796,95.288,259987.0,4.0,spotify:track:3vLwn5GPTXNNxeqiQPSL5U,3vLwn5GPTXNNxeqiQPSL5U,2
Tinariwen,Group Anmataff,0.764,0.724,0.0,-5.394,1.0,0.054,0.72,0.00135,0.28,0.693,101.505,376600.0,4.0,spotify:track:6wXEJoT3EixXRd8w0DYaKn,6wXEJoT3EixXRd8w0DYaKn,9
Cos-Ber-Zam Ne Noya - Daphni Mix,Daphni,0.726,0.88,9.0,-6.724,0.0,0.059,0.0146,0.149,0.407,0.73,120.022,336673.0,4.0,spotify:track:5wah0uTpYKOSuHax1v4olL,5wah0uTpYKOSuHax1v4olL,1
Buttaflybeat,Koushik,0.806,0.547,0.0,-11.403,1.0,0.0455,0.0457,0.696,0.199,0.853,111.247,61947.0,4.0,spotify:track:2lNlKSmvEVOomE4gltLJ8Y,2lNlKSmvEVOomE4gltLJ8Y,8
Idyongwana,D'Yani,0.459,0.965,8.0,-5.072,1.0,0.0813,0.688,0.841,0.505,0.473,110.234,510240.0,3.0,spotify:track:6yZzuCTEDGjsDcUTsNj6ml,6yZzuCTEDGjsDcUTsNj6ml,8
Glowin' (2018 Remaster),The Rationals,0.385,0.42,4.0,-12.961,0.0,0.0347,0.307,6.43e-06,0.192,0.449,82.298,255025.0,4.0,spotify:track:4Fv7N5artJ3fKgLpogoCuT,4Fv7N5artJ3fKgLpogoCuT,6
Om Shanti,Woo,0.507,0.421,5.0,-12.394,1.0,0.0392,0.839,0.69,0.12,0.505,176.121,148074.0,4.0,spotify:track:6chacSuhLoMQK6s5fUZP3S,6chacSuhLoMQK6s5fUZP3S,7
Traditional (Papua New Guinea),Wame Igini Kamu,0.587,0.196,8.0,-16.262,0.0,0.482,0.981,0.0116,0.226,0.697,60.226,102480.0,4.0,spotify:track:75dxbFeRK4dpykGACtdlqT,75dxbFeRK4dpykGACtdlqT,10
Curl,Beatrice Dillon,0.795,0.796,6.0,-10.934,1.0,0.0634,0.506,0.909,0.114,0.32,109.999,295772.0,4.0,spotify:track:4uOBtKrTvpa4e9nRgZ8U29,4uOBtKrTvpa4e9nRgZ8U29,8
Can We Try Love Again,Kool Blues,0.743,0.879,2.0,-6.528,1.0,0.0597,0.181,1.07e-05,0.0733,0.74,114.47,225893.0,4.0,spotify:track:7psPvCDzo101s1QlT1jms9,7psPvCDzo101s1QlT1jms9,9
Guinnevere,Miles Davis,0.354,0.287,0.0,-15.221,0.0,0.0344,0.715,0.119,0.0846,0.202,111.211,1085800.0,4.0,spotify:track:5rH4e40TeRsd5x1PZI9Sx5,5rH4e40TeRsd5x1PZI9Sx5,10
Right On For The Darkness,Willie Wright,0.65,0.712,5.0,-8.012,0.0,0.0706,0.77,4.4e-05,0.206,0.746,107.994,200453.0,4.0,spotify:track:2LxAoXsqsN2di6TOQq1dG7,2LxAoXsqsN2di6TOQq1dG7,10
Figa De Guiné,Alcione,0.638,0.727,0.0,-7.56,0.0,0.0564,0.639,0.0,0.117,0.946,97.947,139360.0,4.0,spotify:track:0r3Mm4DMDknVpd9phO76v0,0r3Mm4DMDknVpd9phO76v0,2
Silver,Caribou,0.611,0.615,4.0,-8.342,1.0,0.0402,0.155,0.266,0.105,0.646,79.992,316660.0,4.0,spotify:track:10a6C9dke9WCiFCviUFHO0,10a6C9dke9WCiFCviUFHO0,9
Witchi Tai To,Harpers Bizarre,0.46,0.395,11.0,-10.959,1.0,0.0364,0.719,0.0,0.11,0.182,108.647,164240.0,4.0,spotify:track:4mrvI4b7P0wsQ2DMJRb1Ub,4mrvI4b7P0wsQ2DMJRb1Ub,4
Lembur Kuring,Yanti Bersaudara,0.407,0.558,7.0,-13.268,1.0,0.115,0.107,0.00102,0.372,0.543,141.612,180185.0,4.0,spotify:track:6MOD8FMd2PCqcxLXnz9G3m,6MOD8FMd2PCqcxLXnz9G3m,3
Those Flowers,Jo Tongo,0.735,0.87,9.0,-7.682,0.0,0.0754,0.0287,0.133,0.204,0.728,122.721,261000.0,4.0,spotify:track:2Re0HnnU4GBkAofib27Usj,2Re0HnnU4GBkAofib27Usj,1
Can't Do Without You,Caribou,0.692,0.404,0.0,-9.033,1.0,0.0471,0.765,0.78,0.799,0.501,127.989,236040.0,4.0,spotify:track:1n6jxW6aFb46rhAgkcX3n3,1n6jxW6aFb46rhAgkcX3n3,7
Just,Daphni,0.612,0.904,10.0,-8.183,0.0,0.0378,0.000191,0.79,0.144,0.537,130.983,383462.0,4.0,spotify:track:7jfQL9FvObdY6os5QDAVcs,7jfQL9FvObdY6os5QDAVcs,5
Pinta Manta,Antonio Sanches,0.631,0.9,11.0,-8.071,1.0,0.343,0.422,0.000264,0.3,0.758,140.808,272191.0,3.0,spotify:track:6Qfrdz6hnlCG435hxjI7pF,6Qfrdz6hnlCG435hxjI7pF,11
"Title Music (Sholay) - From “Sholay Songs And Dialogues, Vol. 1” Soundtrack",R. D. Burman,0.469,0.651,7.0,-10.39,0.0,0.0391,0.498,0.0821,0.216,0.706,97.997,162543.0,4.0,spotify:track:3YCvvYOduWuubRU3mwiG2S,3YCvvYOduWuubRU3mwiG2S,10
Da Kara,Stip Guys,0.845,0.639,11.0,-11.686,0.0,0.0541,0.000141,0.931,0.0803,0.814,124.992,238417.0,4.0,spotify:track:46CESRGv5QxpgiZ6X2oEou,46CESRGv5QxpgiZ6X2oEou,5
Irene,Caribou,0.541,0.29,1.0,-13.755,0.0,0.0404,0.778,0.642,0.543,0.32,124.042,218000.0,4.0,spotify:track:5bZrgXWIZATsS8cBEobvky,5bZrgXWIZATsS8cBEobvky,12
Assalariado,Super Mama Djombo,0.68,0.453,2.0,-9.154,0.0,0.0337,0.683,0.231,0.114,0.701,108.288,363387.0,4.0,spotify:track:1WNpXlYMydMbJpHRzs0iSH,1WNpXlYMydMbJpHRzs0iSH,10
Don't Be so Nice,Chuck Senrick,0.765,0.376,3.0,-16.316,0.0,0.0299,0.852,0.0134,0.113,0.581,99.786,168963.0,4.0,spotify:track:4M8tVyfLEm491gbwvDWVMz,4M8tVyfLEm491gbwvDWVMz,10
Kosmos 1 & 2,Fabriano Fuzion,0.528,0.551,9.0,-11.074,0.0,0.0368,0.763,0.0286,0.044,0.545,104.271,428665.0,4.0,spotify:track:0IGCIgIZbeKbiQ1Jbwjr55,0IGCIgIZbeKbiQ1Jbwjr55,10
Sao New Look,Rome Sithammarat,0.828,0.549,8.0,-6.508,1.0,0.0862,0.573,0.0,0.19,0.727,141.668,216120.0,4.0,spotify:track:5P6fOJsoqV9NSBqkU0l4t9,5P6fOJsoqV9NSBqkU0l4t9,11
Bees,Caribou,0.713,0.59,9.0,-12.821,1.0,0.0304,0.8,0.899,0.111,0.783,130.71,323667.0,4.0,spotify:track:3ZKI571IyBKZPHq1UiQ2Sw,3ZKI571IyBKZPHq1UiQ2Sw,8
O Nketsang,Rex Rabanye,0.577,0.919,5.0,-5.111,1.0,0.052,0.0263,0.121,0.0941,0.827,111.677,404417.0,4.0,spotify:track:74IuBeOaTnm8Xemjz77AMY,74IuBeOaTnm8Xemjz77AMY,11
Sizzling,Daphni,0.711,0.927,2.0,-8.194,1.0,0.0374,0.00046,0.832,0.0506,0.46,132.029,321713.0,4.0,spotify:track:5XeOWvozZEzVAyBjfnN8nJ,5XeOWvozZEzVAyBjfnN8nJ,8
Saturnalia,Steve Moore,0.49,0.802,2.0,-10.973,1.0,0.0378,0.00718,0.904,0.104,0.0408,114.988,337720.0,4.0,spotify:track:7zDpveNAsPrUs5yetR5iEQ,7zDpveNAsPrUs5yetR5iEQ,8
Firebird,White Noise,0.558,0.489,0.0,-8.145,1.0,0.0442,0.866,0.868,0.164,0.336,128.541,183040.0,4.0,spotify:track:4fjvoc3BZJGdtHbynH9gCg,4fjvoc3BZJGdtHbynH9gCg,7
"Vem, É Lua",Candeia,0.471,0.934,7.0,-7.869,1.0,0.0843,0.581,0.0,0.149,0.738,127.135,153400.0,4.0,spotify:track:6ckYEjaOfIchbYYGB8TlYh,6ckYEjaOfIchbYYGB8TlYh,11
Can 2002,Neba Solo,0.706,0.818,9.0,-7.197,1.0,0.0315,0.161,2.93e-05,0.673,0.838,129.0,281683.0,4.0,spotify:track:6IGT7P32WcMGk1uSjm6K6o,6IGT7P32WcMGk1uSjm6K6o,11
Crayon,Caribou,0.57,0.678,2.0,-9.039,1.0,0.0297,0.573,0.668,0.31,0.619,160.624,160307.0,4.0,spotify:track:6erlcQQB6qnObnSrpge1cl,6erlcQQB6qnObnSrpge1cl,8
DNT STP MY LV,I. JORDAN,0.709,0.781,9.0,-6.917,0.0,0.0758,0.0407,0.00271,0.237,0.844,134.047,274547.0,4.0,spotify:track:1E7n6zG7oQuJJaLctiqsOD,1E7n6zG7oQuJJaLctiqsOD,1
"Girl, I Can Feel Ya",Bobby Boyd,0.739,0.573,0.0,-11.596,1.0,0.0884,0.936,0.104,0.329,0.92,93.863,228427.0,4.0,spotify:track:12jI1X8YVYxn5ckqyXsJWN,12jI1X8YVYxn5ckqyXsJWN,4
Maritime Tatami,Victrola,0.516,0.855,9.0,-5.63,0.0,0.064,0.00737,0.822,0.345,0.542,114.487,502633.0,4.0,spotify:track:4t75DCF0iP2G6xqJSSOqzr,4t75DCF0iP2G6xqJSSOqzr,5
Sea Fluorescent,Alain Bellaïche,0.219,0.549,9.0,-17.283,0.0,0.0342,0.243,0.292,0.111,0.539,89.161,390474.0,3.0,spotify:track:3kdaGdUCnxjAxrGXg0h1r3,3kdaGdUCnxjAxrGXg0h1r3,1
We Want to Play,Brief Encounter,0.689,0.774,0.0,-7.579,1.0,0.0549,0.591,0.0449,0.617,0.707,107.389,255616.0,4.0,spotify:track:32tbwy7hUD7qlxk1E3n8h6,32tbwy7hUD7qlxk1E3n8h6,9
Face to Face,Daphni,0.812,0.491,2.0,-15.422,1.0,0.0515,0.00152,0.554,0.0682,0.946,120.044,342672.0,4.0,spotify:track:1RIpbO5B8B4GiND7WT40xB,1RIpbO5B8B4GiND7WT40xB,9
Echo (feat. Nas),Swizz Beatz,0.598,0.785,10.0,-3.488,1.0,0.29,0.711,0.0,0.115,0.824,93.35,305354.0,4.0,spotify:track:50sSNm5rq7O6wqvkIn42Zf,50sSNm5rq7O6wqvkIn42Zf,11
Orbital,Herbert Bodzin,0.5,0.571,4.0,-9.633,1.0,0.0387,0.553,0.754,0.148,0.238,89.789,339616.0,4.0,spotify:track:6oPdm4HpM7chekHUNIGq7I,6oPdm4HpM7chekHUNIGq7I,8
Breathing Rain,Morgan Fisher,0.207,0.0947,10.0,-22.679,1.0,0.0417,0.343,0.0019,0.0751,0.0491,100.146,359960.0,4.0,spotify:track:42iJEazaFpPapayFgEeKrQ,42iJEazaFpPapayFgEeKrQ,4
Self-Regulation (II),Carl Juarez,0.378,0.825,10.0,-13.589,1.0,0.051,0.699,0.946,0.36,0.293,85.617,235853.0,4.0,spotify:track:3J2D5zUI9PTrx0XgNB56MR,3J2D5zUI9PTrx0XgNB56MR,7
Baby Cry,9th Wonder,0.714,0.332,11.0,-6.269,1.0,0.0779,0.0164,0.894,0.289,0.485,172.473,99030.0,4.0,spotify:track:6nL1iuhn9ltoVTyMtk9YV3,6nL1iuhn9ltoVTyMtk9YV3,8
People Eating Fruit,Caribou,0.803,0.494,9.0,-11.468,1.0,0.123,0.398,0.887,0.114,0.476,124.993,371333.0,4.0,spotify:track:5OY8Owx7OR7kbM21INxaBe,5OY8Owx7OR7kbM21INxaBe,8
Veliki Prekor,Rex Ilusivii,0.821,0.838,7.0,-6.933,1.0,0.0581,0.468,0.884,0.0864,0.975,155.001,190453.0,4.0,spotify:track:7GMhaDZqITeKQLUOHSAgSF,7GMhaDZqITeKQLUOHSAgSF,8
I Love You,Willie Griffin,0.455,0.499,4.0,-13.274,1.0,0.0299,0.000932,0.0169,0.152,0.195,97.605,194645.0,4.0,spotify:track:1hjMPRvAD6WaXQrvUT2DV5,1hjMPRvAD6WaXQrvUT2DV5,0
China Camp,David Casper,0.683,0.199,9.0,-17.731,1.0,0.0414,0.874,0.847,0.088,0.281,131.825,256013.0,4.0,spotify:track:2qB5MfrT4unXvKomWsC2sQ,2qB5MfrT4unXvKomWsC2sQ,7
May My Love Be with You,Phreek,0.681,0.61,4.0,-12.618,0.0,0.0339,0.00597,0.00282,0.118,0.817,96.839,256333.0,4.0,spotify:track:2ndYw6KAVSOfpgC0iMMHvv,2ndYw6KAVSOfpgC0iMMHvv,2
"Yes, I Know",Daphni,0.815,0.663,2.0,-7.801,1.0,0.0637,0.00184,0.00106,0.424,0.592,116.014,266954.0,4.0,spotify:track:2JeOUGgTCETTRXu0opwzDi,2JeOUGgTCETTRXu0opwzDi,9
Melody Day - Four Tet Remix,Caribou,0.476,0.397,1.0,-13.947,0.0,0.0315,0.726,0.44,0.0934,0.146,138.093,287357.0,4.0,spotify:track:53eXuFhGDrJTy8nBv7NJqp,53eXuFhGDrJTy8nBv7NJqp,12
Heaven Tar,Flourish,0.597,0.48,0.0,-11.999,1.0,0.0396,3.89e-05,0.938,0.321,0.0621,111.005,321253.0,4.0,spotify:track:4YcIlB22261tkPnUWlGosW,4YcIlB22261tkPnUWlGosW,8
"Together (strange loneliness, change into melodic far eastern scene)",Deuter,0.478,0.441,2.0,-11.19,1.0,0.0405,0.767,0.812,0.0722,0.0629,145.432,179640.0,4.0,spotify:track:3jsIK5dlZbz1fQM3VS0y1m,3jsIK5dlZbz1fQM3VS0y1m,7
Malika,Houari Benchenet,0.478,0.747,6.0,-11.906,0.0,0.0726,0.614,9.49e-06,0.288,0.767,163.789,470520.0,4.0,spotify:track:2EpG1VeXHBeQ3IGhfUel2t,2EpG1VeXHBeQ3IGhfUel2t,10
Fancy Good,Electric Machine,0.663,0.866,11.0,-6.79,0.0,0.0431,0.198,0.685,0.0768,0.891,109.098,251190.0,4.0,spotify:track:6ljHtxtcJDLREZT27InUxf,6ljHtxtcJDLREZT27InUxf,5
Bowungakanani?,Msawawa,0.805,0.873,1.0,-5.137,1.0,0.174,0.0081,0.0,0.133,0.814,112.036,302373.0,4.0,spotify:track:6ZbIw2on5GmQUUz7CKqtJ0,6ZbIw2on5GmQUUz7CKqtJ0,9
Two Friends,Timmermans/Wise,0.209,0.216,7.0,-20.734,1.0,0.0365,0.911,0.00854,0.215,0.431,80.849,135140.0,4.0,spotify:track:2fASYbSqY5cxPzYp6cFO1g,2fASYbSqY5cxPzYp6cFO1g,4
"Cherrybomb, Pt. 2",Caribou,0.442,0.607,10.0,-7.262,0.0,0.0319,0.794,0.822,0.168,0.0667,104.741,274227.0,4.0,spotify:track:1Hrp8OR3vW8fnnnbumlYgE,1Hrp8OR3vW8fnnnbumlYgE,12
Life’s What You Make It,Daphni,0.66,0.606,7.0,-12.486,1.0,0.0595,0.649,0.916,0.125,0.838,140.037,231893.0,4.0,spotify:track:0JHMusx7591n8jxiNTWHQf,0JHMusx7591n8jxiNTWHQf,8
